Error Type,Image,Error Occurrences
FP,Individual_Component\test\test_negative\00000004\item_00004926.pnm,17
FP,Individual_Component\test\test_negative\00000000\item_00000463.pnm,6
FP,Individual_Component\test\test_negative\00000001\item_00001268.pnm,9
FP,Individual_Component\test\test_negative\00000004\item_00004661.pnm,34
FP,Individual_Component\test\test_negative\00000004\item_00004879.pnm,4
FP,Individual_Component\test\test_negative\00000000\item_00000257.pnm,37
FP,Individual_Component\test\test_negative\00000005\item_00005767.pnm,13
FP,Individual_Component\test\test_negative\00000001\item_00001016.pnm,4
FN,Individual_Component\test\test_positive\00000002\item_00002129.pnm,24
FN,Individual_Component\test\test_positive\00000001\item_00001521.pnm,5
FP,Individual_Component\test\test_negative\00000001\item_00001799.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000125.pnm,28
FN,Individual_Component\test\test_positive\00000001\item_00001686.pnm,19
FP,Individual_Component\test\test_negative\00000005\item_00005811.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004817.pnm,15
FN,Individual_Component\test\test_positive\00000000\item_00000722.pnm,11
FN,Individual_Component\test\test_positive\00000001\item_00001178.pnm,14
FP,Individual_Component\test\test_negative\00000005\item_00005320.pnm,15
FP,Individual_Component\test\test_negative\00000005\item_00005048.pnm,13
FP,Individual_Component\test\test_negative\00000003\item_00003832.pnm,9
FP,Individual_Component\test\test_negative\00000001\item_00001890.pnm,13
FP,Individual_Component\test\test_negative\00000005\item_00005340.pnm,20
FP,Individual_Component\test\test_negative\00000002\item_00002688.pnm,7
FP,Individual_Component\test\test_negative\00000005\item_00005490.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002405.pnm,25
FP,Individual_Component\test\test_negative\00000000\item_00000551.pnm,15
FP,Individual_Component\test\test_negative\00000002\item_00002331.pnm,30
FN,Individual_Component\test\test_positive\00000000\item_00000764.pnm,4
FN,Individual_Component\test\test_positive\00000003\item_00003130.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002441.pnm,7
FP,Individual_Component\test\test_negative\00000002\item_00002021.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001957.pnm,11
FN,Individual_Component\test\test_positive\00000003\item_00003206.pnm,31
FN,Individual_Component\test\test_positive\00000001\item_00001530.pnm,15
FP,Individual_Component\test\test_negative\00000004\item_00004312.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002846.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004505.pnm,5
FP,Individual_Component\test\test_negative\00000004\item_00004185.pnm,5
FP,Individual_Component\test\test_negative\00000003\item_00003282.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002683.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002483.pnm,10
FN,Individual_Component\test\test_positive\00000000\item_00000841.pnm,13
FP,Individual_Component\test\test_negative\00000005\item_00005560.pnm,2
FP,Individual_Component\test\test_negative\00000003\item_00003771.pnm,7
FP,Individual_Component\test\test_negative\00000000\item_00000424.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000527.pnm,5
FN,Individual_Component\test\test_positive\00000000\item_00000449.pnm,6
FP,Individual_Component\test\test_negative\00000002\item_00002441.pnm,19
FP,Individual_Component\test\test_negative\00000002\item_00002597.pnm,3
FP,Individual_Component\test\test_negative\00000005\item_00005646.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001995.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002825.pnm,11
FN,Individual_Component\test\test_positive\00000000\item_00000401.pnm,12
FP,Individual_Component\test\test_negative\00000003\item_00003753.pnm,8
FP,Individual_Component\test\test_negative\00000005\item_00005792.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001950.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005269.pnm,7
FN,Individual_Component\test\test_positive\00000003\item_00003065.pnm,6
FP,Individual_Component\test\test_negative\00000004\item_00004692.pnm,13
FN,Individual_Component\test\test_positive\00000003\item_00003410.pnm,4
FN,Individual_Component\test\test_positive\00000001\item_00001583.pnm,6
FN,Individual_Component\test\test_positive\00000001\item_00001335.pnm,5
FN,Individual_Component\test\test_positive\00000001\item_00001092.pnm,9
FN,Individual_Component\test\test_positive\00000001\item_00001410.pnm,18
FN,Individual_Component\test\test_positive\00000000\item_00000599.pnm,17
FN,Individual_Component\test\test_positive\00000000\item_00000410.pnm,1
FP,Individual_Component\test\test_negative\00000003\item_00003601.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001032.pnm,6
FP,Individual_Component\test\test_negative\00000001\item_00001294.pnm,5
FN,Individual_Component\test\test_positive\00000000\item_00000075.pnm,3
FN,Individual_Component\test\test_positive\00000000\item_00000783.pnm,10
FP,Individual_Component\test\test_negative\00000005\item_00005725.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001258.pnm,7
FP,Individual_Component\test\test_negative\00000005\item_00005301.pnm,10
FN,Individual_Component\test\test_positive\00000001\item_00001813.pnm,6
FP,Individual_Component\test\test_negative\00000003\item_00003960.pnm,4
FP,Individual_Component\test\test_negative\00000002\item_00002720.pnm,7
FP,Individual_Component\test\test_negative\00000001\item_00001533.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000309.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000253.pnm,4
FP,Individual_Component\test\test_negative\00000000\item_00000539.pnm,24
FN,Individual_Component\test\test_positive\00000000\item_00000396.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001264.pnm,4
FN,Individual_Component\test\test_positive\00000000\item_00000159.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002092.pnm,22
FP,Individual_Component\test\test_negative\00000002\item_00002042.pnm,9
FN,Individual_Component\test\test_positive\00000000\item_00000909.pnm,3
FP,Individual_Component\test\test_negative\00000001\item_00001297.pnm,6
FN,Individual_Component\test\test_positive\00000002\item_00002367.pnm,10
FP,Individual_Component\test\test_negative\00000001\item_00001186.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002667.pnm,24
FN,Individual_Component\test\test_positive\00000001\item_00001080.pnm,9
FN,Individual_Component\test\test_positive\00000000\item_00000460.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004880.pnm,6
FN,Individual_Component\test\test_positive\00000002\item_00002493.pnm,6
FN,Individual_Component\test\test_positive\00000002\item_00002601.pnm,6
FN,Individual_Component\test\test_positive\00000000\item_00000440.pnm,3
FN,Individual_Component\test\test_positive\00000001\item_00001100.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002137.pnm,3
FN,Individual_Component\test\test_positive\00000001\item_00001347.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004790.pnm,3
FP,Individual_Component\test\test_negative\00000002\item_00002319.pnm,3
FP,Individual_Component\test\test_negative\00000005\item_00005696.pnm,12
FN,Individual_Component\test\test_positive\00000001\item_00001380.pnm,2
FP,Individual_Component\test\test_negative\00000000\item_00000187.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002675.pnm,13
FN,Individual_Component\test\test_positive\00000003\item_00003373.pnm,3
FN,Individual_Component\test\test_positive\00000003\item_00003147.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004056.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004368.pnm,17
FP,Individual_Component\test\test_negative\00000001\item_00001860.pnm,9
FP,Individual_Component\test\test_negative\00000002\item_00002650.pnm,18
FP,Individual_Component\test\test_negative\00000005\item_00005295.pnm,10
FN,Individual_Component\test\test_positive\00000001\item_00001609.pnm,17
FP,Individual_Component\test\test_negative\00000000\item_00000364.pnm,10
FP,Individual_Component\test\test_negative\00000001\item_00001041.pnm,9
FN,Individual_Component\test\test_positive\00000000\item_00000289.pnm,5
FP,Individual_Component\test\test_negative\00000003\item_00003224.pnm,1
FP,Individual_Component\test\test_negative\00000000\item_00000991.pnm,20
FP,Individual_Component\test\test_negative\00000001\item_00001926.pnm,7
FN,Individual_Component\test\test_positive\00000001\item_00001707.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002876.pnm,13
FN,Individual_Component\test\test_positive\00000000\item_00000740.pnm,9
FP,Individual_Component\test\test_negative\00000003\item_00003069.pnm,19
FP,Individual_Component\test\test_negative\00000002\item_00002237.pnm,8
FN,Individual_Component\test\test_positive\00000003\item_00003447.pnm,10
FP,Individual_Component\test\test_negative\00000002\item_00002822.pnm,5
FP,Individual_Component\test\test_negative\00000005\item_00005388.pnm,12
FN,Individual_Component\test\test_positive\00000003\item_00003248.pnm,22
FP,Individual_Component\test\test_negative\00000005\item_00005905.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005156.pnm,16
FP,Individual_Component\test\test_negative\00000002\item_00002068.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002524.pnm,5
FN,Individual_Component\test\test_positive\00000002\item_00002665.pnm,6
FP,Individual_Component\test\test_negative\00000000\item_00000411.pnm,3
FN,Individual_Component\test\test_positive\00000002\item_00002779.pnm,1
FP,Individual_Component\test\test_negative\00000002\item_00002188.pnm,10
FP,Individual_Component\test\test_negative\00000001\item_00001558.pnm,6
FN,Individual_Component\test\test_positive\00000002\item_00002680.pnm,1
FN,Individual_Component\test\test_positive\00000003\item_00003131.pnm,9
FN,Individual_Component\test\test_positive\00000000\item_00000794.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004753.pnm,2
FN,Individual_Component\test\test_positive\00000001\item_00001597.pnm,3
FN,Individual_Component\test\test_positive\00000003\item_00003328.pnm,1
FP,Individual_Component\test\test_negative\00000001\item_00001546.pnm,2
FP,Individual_Component\test\test_negative\00000001\item_00001415.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002152.pnm,11
FP,Individual_Component\test\test_negative\00000000\item_00000264.pnm,6
FN,Individual_Component\test\test_positive\00000001\item_00001215.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000790.pnm,5
FN,Individual_Component\test\test_positive\00000000\item_00000203.pnm,35
FN,Individual_Component\test\test_positive\00000002\item_00002977.pnm,5
FN,Individual_Component\test\test_positive\00000003\item_00003326.pnm,3
FP,Individual_Component\test\test_negative\00000004\item_00004825.pnm,13
FP,Individual_Component\test\test_negative\00000003\item_00003011.pnm,7
FN,Individual_Component\test\test_positive\00000003\item_00003215.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002090.pnm,2
FN,Individual_Component\test\test_positive\00000000\item_00000572.pnm,2
FP,Individual_Component\test\test_negative\00000004\item_00004337.pnm,2
FP,Individual_Component\test\test_negative\00000005\item_00005576.pnm,2
FP,Individual_Component\test\test_negative\00000002\item_00002566.pnm,1
FP,Individual_Component\test\test_negative\00000004\item_00004141.pnm,11
FN,Individual_Component\test\test_positive\00000000\item_00000963.pnm,5
FP,Individual_Component\test\test_negative\00000003\item_00003197.pnm,1
FN,Individual_Component\test\test_positive\00000001\item_00001560.pnm,5
FP,Individual_Component\test\test_negative\00000004\item_00004806.pnm,8
FP,Individual_Component\test\test_negative\00000003\item_00003662.pnm,2
FN,Individual_Component\test\test_positive\00000003\item_00003004.pnm,12
FP,Individual_Component\test\test_negative\00000000\item_00000393.pnm,1
FP,Individual_Component\test\test_negative\00000005\item_00005264.pnm,2
FN,Individual_Component\test\test_positive\00000002\item_00002541.pnm,13
FN,Individual_Component\test\test_positive\00000002\item_00002717.pnm,5
FN,Individual_Component\test\test_positive\00000001\item_00001065.pnm,5
FP,Individual_Component\test\test_negative\00000002\item_00002711.pnm,7
FP,Individual_Component\test\test_negative\00000004\item_00004537.pnm,18
FP,Individual_Component\test\test_negative\00000000\item_00000956.pnm,11
FP,Individual_Component\test\test_negative\00000001\item_00001993.pnm,4
FP,Individual_Component\test\test_negative\00000001\item_00001659.pnm,5
FP,Individual_Component\test\test_negative\00000003\item_00003512.pnm,3
FP,Individual_Component\test\test_negative\00000005\item_00005933.pnm,36
FP,Individual_Component\test\test_negative\00000002\item_00002393.pnm,1
FN,Individual_Component\test\test_positive\00000002\item_00002074.pnm,15
FN,Individual_Component\test\test_positive\00000001\item_00001865.pnm,9
FN,Individual_Component\test\test_positive\00000001\item_00001841.pnm,21
FP,Individual_Component\test\test_negative\00000004\item_00004639.pnm,5
FP,Individual_Component\test\test_negative\00000001\item_00001734.pnm,22
FP,Individual_Component\test\test_negative\00000001\item_00001851.pnm,10
FP,Individual_Component\test\test_negative\00000004\item_00004511.pnm,9
FP,Individual_Component\test\test_negative\00000002\item_00002749.pnm,14
